makine_turu,calisma_saati,genel_bakim_periyodu_saat,sicaklik_durumu,titresim_hissi,yag_seviyesi,genel_durum,sizinti_durumu,kablo_hasar_durumu,hidrolik_yag_durumu,rezistans_kokusu,bor_yag_rengi,spindle_titresim,alt_su_tahliye,mercek_temizligi,kaynak_torcu,kablo_sarmali,isik_bariyeri,sizma_kontrolu,termal_gozlem,sogutma_suyu,teflon_kontrolu,fotosel_algilama,Hedef_Ariza_Tipi,Hedef_Gercek_Yipranma
Otomasyon ve Robotik,5373,8000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,69.69
Talaşlı İmalat,1403,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,35.08
Kalite Kontrol,4649,6000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,83.48
Döküm ve Isıl İşlem,6311,6000,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PWF,100.0
Otomasyon ve Robotik,2359,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,58.98
Plastik ve Enjeksiyon,4182,5000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Yok,83.64
Talaşlı İmalat,8612,8000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,5186,8000,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,84.06
Plastik ve Enjeksiyon,5579,6000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,97.89
Yardımcı Tesis,2087,5000,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,61.47
Kalite Kontrol,5417,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,90.28
Otomasyon ve Robotik,5625,8000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,73.24
Paketleme ve Lojistik,6089,6000,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Paketleme ve Lojistik,3386,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,56.43
Sac ve Şekillendirme,1265,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,31.62
Sac ve Şekillendirme,5770,6000,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Kalite Kontrol,4289,6000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,95.21
Döküm ve Isıl İşlem,1695,4000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,44.55
Otomasyon ve Robotik,4750,8000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,63.04
Otomasyon ve Robotik,6436,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,80.45
Otomasyon ve Robotik,5785,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,96.42
Yardımcı Tesis,2444,4000,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,88.61
Plastik ve Enjeksiyon,4802,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,80.03
Paketleme ve Lojistik,823,6000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,35.08
Otomasyon ve Robotik,430,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,8.6
Paketleme ve Lojistik,151,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,1.89
Döküm ve Isıl İşlem,5264,6000,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TWF,100.0
Yardımcı Tesis,1313,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,26.26
Kalite Kontrol,4672,5000,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Plastik ve Enjeksiyon,3489,5000,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,86.7
Talaşlı İmalat,1573,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,26.22
Talaşlı İmalat,2317,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,38.62
Döküm ve Isıl İşlem,3346,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Yok,55.77
Sac ve Şekillendirme,413,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,10.32
Yardımcı Tesis,4690,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,58.63
Döküm ve Isıl İşlem,3201,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,53.35
Otomasyon ve Robotik,3027,6000,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,71.96
Sac ve Şekillendirme,3590,8000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,44.88
Kalite Kontrol,4228,5000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,88.69
Döküm ve Isıl İşlem,1373,4000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,59.43
Döküm ve Isıl İşlem,5398,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Yok,89.97
Talaşlı İmalat,1921,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,32.02
Otomasyon ve Robotik,139,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,2.32
Sac ve Şekillendirme,1989,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,39.78
Otomasyon ve Robotik,1970,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,49.25
Sac ve Şekillendirme,964,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,12.05
Plastik ve Enjeksiyon,2239,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,37.32
Döküm ve Isıl İşlem,5130,6000,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,OSF,87.62
Otomasyon ve Robotik,366,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,9.15
Otomasyon ve Robotik,2914,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,72.85
Sac ve Şekillendirme,3993,5000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,83.26
Sac ve Şekillendirme,3689,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,73.78
Plastik ve Enjeksiyon,3927,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,49.09
Paketleme ve Lojistik,5500,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,91.67
Paketleme ve Lojistik,2298,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,45.96
Döküm ve Isıl İşlem,330,6000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,8.04
Döküm ve Isıl İşlem,1551,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,31.02
Döküm ve Isıl İşlem,4894,6000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,Yok,90.43
Sac ve Şekillendirme,4937,8000,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,81.53
Paketleme ve Lojistik,1394,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,17.42
Otomasyon ve Robotik,2709,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,33.86
Kalite Kontrol,3010,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,50.17
Otomasyon ve Robotik,5274,5000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Otomasyon ve Robotik,857,4000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,21.43
Otomasyon ve Robotik,4286,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,85.72
Talaşlı İmalat,1900,4000,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Yok,47.5
Sac ve Şekillendirme,819,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,13.65
Plastik ve Enjeksiyon,3449,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,43.11
Döküm ve Isıl İşlem,4861,5000,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,TWF,100.0
Plastik ve Enjeksiyon,4350,6000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yok,72.5
Paketleme ve Lojistik,5604,8000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,77.83
Yardımcı Tesis,2014,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,40.28
Sac ve Şekillendirme,2267,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,28.34
Kalite Kontrol,4424,6000,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,73.73
Sac ve Şekillendirme,477,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,9.54
Döküm ve Isıl İşlem,8455,8000,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PWF,100.0
Kalite Kontrol,108,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,2.7
Sac ve Şekillendirme,5128,8000,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,94.14
Otomasyon ve Robotik,3125,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,62.5
Sac ve Şekillendirme,2310,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,57.75
Paketleme ve Lojistik,2366,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,59.15
Otomasyon ve Robotik,2132,4000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,61.22
Otomasyon ve Robotik,3156,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,39.45
Kalite Kontrol,6650,8000,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,99.92
Döküm ve Isıl İşlem,4533,8000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yok,61.34
Döküm ve Isıl İşlem,3446,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,Yok,71.37
Paketleme ve Lojistik,3541,6000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,62.29
Yardımcı Tesis,1860,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,23.25
Talaşlı İmalat,5433,6000,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,TWF,93.07
Kalite Kontrol,3414,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,56.9
Otomasyon ve Robotik,1391,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,34.77
Yardımcı Tesis,6533,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,81.66
Talaşlı İmalat,5110,5000,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Paketleme ve Lojistik,1579,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,39.48
Döküm ve Isıl İşlem,2334,5000,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Yok,81.76
Kalite Kontrol,2986,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,74.65
Otomasyon ve Robotik,5510,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,68.88
Otomasyon ve Robotik,1825,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,30.42
Kalite Kontrol,3064,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,51.07
Otomasyon ve Robotik,8675,8000,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Otomasyon ve Robotik,2671,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,44.52
Otomasyon ve Robotik,3282,4000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,85.58
Kalite Kontrol,2044,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,51.1
Sac ve Şekillendirme,7248,8000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Döküm ve Isıl İşlem,7500,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,93.75
Plastik ve Enjeksiyon,4578,6000,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,96.68
Otomasyon ve Robotik,3803,5000,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,92.62
Paketleme ve Lojistik,3351,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,67.02
Plastik ve Enjeksiyon,4007,5000,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,OSF,91.82
Döküm ve Isıl İşlem,3766,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,47.08
Döküm ve Isıl İşlem,3199,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,63.98
Kalite Kontrol,1336,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,22.27
Kalite Kontrol,5561,6000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,92.68
Paketleme ve Lojistik,1534,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,30.68
Döküm ve Isıl İşlem,1435,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,23.92
Yardımcı Tesis,1322,4000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,36.19
Paketleme ve Lojistik,4163,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,52.04
Sac ve Şekillendirme,2557,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,63.92
Kalite Kontrol,2061,5000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,41.22
Kalite Kontrol,1276,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,31.9
Yardımcı Tesis,5418,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,90.3
Sac ve Şekillendirme,3398,8000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,45.74
Talaşlı İmalat,3276,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,54.6
Otomasyon ve Robotik,638,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,12.76
Döküm ve Isıl İşlem,470,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,11.75
Otomasyon ve Robotik,301,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,6.02
Otomasyon ve Robotik,752,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,18.8
Yardımcı Tesis,2039,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,33.98
Kalite Kontrol,3585,5000,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,92.78
Döküm ve Isıl İşlem,1033,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,12.91
Talaşlı İmalat,3293,4000,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,OSF,82.33
Döküm ve Isıl İşlem,536,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,10.72
Kalite Kontrol,3761,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,94.03
Sac ve Şekillendirme,3872,4000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,2763,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,34.54
Yardımcı Tesis,8113,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Döküm ve Isıl İşlem,6282,6000,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,PWF,100.0
Yardımcı Tesis,2164,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,54.1
Talaşlı İmalat,3181,4000,1,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,TWF,97.9
Paketleme ve Lojistik,8780,8000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,4637,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,92.74
Döküm ve Isıl İşlem,3248,5000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Yok,74.07
Sac ve Şekillendirme,3989,4000,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Paketleme ve Lojistik,92,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,2.3
Paketleme ve Lojistik,1751,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,29.18
Kalite Kontrol,6329,8000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,83.66
Kalite Kontrol,4479,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,74.65
Kalite Kontrol,677,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,16.93
Yardımcı Tesis,4515,6000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,79.62
Plastik ve Enjeksiyon,508,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,8.47
Yardımcı Tesis,5423,8000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,85.08
Yardımcı Tesis,7984,8000,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TWF,100.0
Kalite Kontrol,2738,8000,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,60.03
Plastik ve Enjeksiyon,1620,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,27.0
Otomasyon ve Robotik,5255,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,87.58
Yardımcı Tesis,4784,6000,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Plastik ve Enjeksiyon,4283,4000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,3959,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,65.98
Sac ve Şekillendirme,1770,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,29.5
Plastik ve Enjeksiyon,8103,8000,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Döküm ve Isıl İşlem,1125,4000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,34.58
Döküm ve Isıl İşlem,1352,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Yok,27.04
Sac ve Şekillendirme,2981,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,49.68
Otomasyon ve Robotik,2908,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,58.16
Döküm ve Isıl İşlem,234,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,2.93
Plastik ve Enjeksiyon,3006,5000,0,2,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,TWF,73.79
Kalite Kontrol,5217,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,65.21
Talaşlı İmalat,2047,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,40.94
Kalite Kontrol,3047,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,76.17
Paketleme ve Lojistik,8097,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Paketleme ve Lojistik,7103,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,88.79
Yardımcı Tesis,5280,6000,1,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OSF,92.09
Yardımcı Tesis,5454,5000,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,PWF,100.0
Yardımcı Tesis,8398,8000,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Yardımcı Tesis,5026,6000,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yok,83.77
Talaşlı İmalat,5494,5000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Paketleme ve Lojistik,573,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,9.55
Paketleme ve Lojistik,4253,5000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,89.6
Döküm ve Isıl İşlem,4246,4000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,PWF,100.0
Yardımcı Tesis,4049,6000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,75.01
Döküm ve Isıl İşlem,4188,6000,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,88.45
Yardımcı Tesis,3806,6000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yok,63.43
Otomasyon ve Robotik,2769,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,55.38
Döküm ve Isıl İşlem,6291,6000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Yardımcı Tesis,3462,8000,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TWF,56.12
Talaşlı İmalat,1929,6000,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,50.82
Döküm ve Isıl İşlem,3974,5000,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,TWF,100.0
Otomasyon ve Robotik,1454,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,18.18
Döküm ve Isıl İşlem,3350,4000,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,HDF,100.0
Plastik ve Enjeksiyon,3739,4000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,93.47
Sac ve Şekillendirme,3058,4000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,99.65
Sac ve Şekillendirme,3898,4000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,97.45
Yardımcı Tesis,1952,6000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,35.64
Talaşlı İmalat,3221,6000,2,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Döküm ve Isıl İşlem,663,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,Yok,16.57
Sac ve Şekillendirme,6290,6000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,4007,4000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,1678,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,27.97
Paketleme ve Lojistik,1424,5000,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,57.7
Paketleme ve Lojistik,5825,6000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Yardımcı Tesis,6414,6000,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,4258,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,85.16
Paketleme ve Lojistik,3288,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,65.76
Talaşlı İmalat,1667,6000,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,42.44
Yardımcı Tesis,2552,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,42.53
Otomasyon ve Robotik,4043,6000,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,91.4
